file,nct,pmid,claimed_name,claimed_year,status,esummary_title,esummary_year,suggested_pmid,suggested_title,suggested_query,status_v2
ADC_HER2_NMA_REVIEW.html,NCT03529110,36495879,DESTINY-Breast03,,OK,"Trastuzumab deruxtecan versus trastuzumab emtansine in patients with HER2-positive metastatic breast cancer: updated results from DESTINY-Breast03, a randomised, open-label, phase 3 trial.",2023 Jan 14,,,,OK_ACRONYM
ADC_HER2_NMA_REVIEW.html,NCT00829166,23020162,EMILIA,,WRONG_PMID,Trastuzumab emtansine for HER2-positive advanced breast cancer.,2012 Nov 8,28526536,"Trastuzumab emtansine versus capecitabine plus lapatinib in patients with previously treated HER2-positive advanced breast cancer (EMILIA): a descriptive analysis of final overall survival results from a randomised, open-label, phase 3 trial.",NCT00829166[si],OK_KEYWORDS
ADC_HER2_NMA_REVIEW.html,NCT01419197,24793816,TH3RESA,,OK,"Trastuzumab emtansine versus treatment of physician's choice for pretreated HER2-positive advanced breast cancer (TH3RESA): a randomised, open-label, phase 3 trial.",2014 Jun,,,,OK_ACRONYM
ADC_HER2_NMA_REVIEW.html,NCT03523585,37086745,DESTINY-Breast02,,OK,"Trastuzumab deruxtecan versus treatment of physician's choice in patients with HER2-positive metastatic breast cancer (DESTINY-Breast02): a randomised, open-label, multicentre, phase 3 trial.",2023 May 27,,,,OK_ACRONYM
ADJUVANT_IO_MELANOMA_REVIEW.html,NCT02362594,29658430,KEYNOTE-054,,WRONG_PMID,Adjuvant Pembrolizumab versus Placebo in Resected Stage III Melanoma.,2018 May 10,39146951,"Adjuvant pembrolizumab versus placebo in resected stage III melanoma (EORTC 1325-MG/KEYNOTE-054): long-term, health-related quality-of-life results from a double-blind, randomised, controlled, phase 3 trial.",NCT02362594[si],OK_KEYWORDS
ADJUVANT_IO_MELANOMA_REVIEW.html,NCT02388906,28891423,CheckMate-238,,WRONG_PMID,Adjuvant Nivolumab versus Ipilimumab in Resected Stage III or IV Melanoma.,2017 Nov 9,41124198,Nivolumab for Resected Stage III or IV Melanoma at 9 Years.,NCT02388906[si],OK_KEYWORDS
ADJUVANT_IO_MELANOMA_REVIEW.html,NCT01682083,28891408,COMBI-AD,,WRONG_PMID,Adjuvant Dabrafenib plus Trametinib in Stage III BRAF-Mutated Melanoma.,2017 Nov 9,40250457,"Clinical validation of droplet digital PCR assays in detecting BRAF(V600)-mutant circulating tumour DNA as a prognostic biomarker in patients with resected stage III melanoma receiving adjuvant therapy (COMBI-AD): a biomarker analysis from a double-blind, randomised phase 3 trial.",NCT01682083[si],OK_KEYWORDS
AFICAMTEN_HCM_REVIEW.html,NCT05186818,38754167,SEQUOIA-HCM,,WRONG_PMID,Applications and characterization of anti-browning enzymatically modified potato starch (EPS) film associated with chitosan (CTS)/L-Cys/citric acid (CA) on fresh-cut potato slices.,2024 Sep 15,41347307,Efficacy and Safety of Aficamten in Children and Adolescents With Obstructive Hypertrophic Cardiomyopathy: Study Design and Rationale of CEDAR-HCM.,NCT05186818[si],WRONG_PMID
AFLIBERCEPT_HD_REVIEW.html,NCT04423718,38461841,PULSAR,,OK,"Intravitreal aflibercept 8 mg in neovascular age-related macular degeneration (PULSAR): 48-week results from a randomised, double-masked, non-inferiority, phase 3 trial.",2024 Mar 23,,,,OK_ACRONYM
AFLIBERCEPT_HD_REVIEW.html,NCT04429503,38461843,PHOTON,,OK,"Intravitreal aflibercept 8 mg in diabetic macular oedema (PHOTON): 48-week results from a randomised, double-masked, non-inferiority, phase 2/3 trial.",2024 Mar 23,,,,OK_ACRONYM
AGYW_HIV_PREP_REVIEW.html,NCT02732730,32298430,"HPTN 082 (oral PrEP, AGYW)",,WRONG_PMID,"American Society of Hematology 2020 guidelines for sickle cell disease: prevention, diagnosis, and treatment of cerebrovascular disease in children and adults.",2020 Apr 28,41249973,,NCT02732730[si],WRONG_PMID
AGYW_HIV_PREP_REVIEW.html,NCT01386294,25986365,"FACTS-001 (vaginal tenofovir gel, AGYW)",,WRONG_PMID,A smaller amygdala is associated with anxiety in Parkinson's disease: a combined FreeSurfer-VBM study.,2016 May,30507409,"Tenofovir 1% vaginal gel for prevention of HIV-1 infection in women in South Africa (FACTS-001): a phase 3, randomised, double-blind, placebo-controlled trial.",NCT01386294[si],WRONG_PMID
ALDO_SYNTHASE_REVIEW.html,NCT05137002,36302086,BrigHTN,,WRONG_PMID,Scapular morphology of great apes and humans: A three-dimensional computed tomography-based comparative study.,2023 Feb,42064617,Physician-led telemedical care enhances blood pressure control in hypertension: a randomized-controlled pilot study (REMOTE-control-HTN).,HTN[ti],WRONG_PMID
ALDO_SYNTHASE_REVIEW.html,NCT05001945,37690061,Target-HTN,,OK,Aldosterone Synthase Inhibition With Lorundrostat for Uncontrolled Hypertension: The Target-HTN Randomized Clinical Trial.,2023 Sep 26,,,,OK_ACRONYM
ALK_NSCLC_REVIEW.html,NCT02075840,28586279,ALEX,,WRONG_PMID,Alectinib versus Crizotinib in Untreated ALK-Positive Non-Small-Cell Lung Cancer.,2017 Aug 31,39661917,Body Weight Gain Associated With Alectinib in Patients With ALK+ Non-Small Cell Lung Cancer: Pooled Analysis of Individual Patient Data From Four Prospective Clinical Trials.,NCT02075840[si],OK_KEYWORDS
ALK_NSCLC_REVIEW.html,NCT02737501,30280657,ALTA-1L,,WRONG_PMID,Brigatinib versus Crizotinib in ALK-Positive Non-Small-Cell Lung Cancer.,2018 Nov 22,41410381,Real-world treatment patterns and subsequent treatment effectiveness following frontline brigatinib in the ALTA-1L trial.,NCT02737501[si],OK_KEYWORDS
ALK_NSCLC_REVIEW.html,NCT03052608,33207094,CROWN,,WRONG_PMID,First-Line Lorlatinib or Crizotinib in Advanced ALK-Positive Lung Cancer.,2020 Nov 19,41124598,Kinetics and management of adverse events associated with lorlatinib after 5 years of follow-up in the CROWN study.,NCT03052608[si],OK_KEYWORDS
ALK_NSCLC_REVIEW.html,NCT02767804,34516551,eXalt3,,WRONG_PMID,Prenatal care providers' perceptions of the SARS-Cov-2 vaccine for themselves and for pregnant women.,2021,34473194,Ensartinib vs Crizotinib for Patients With Anaplastic Lymphoma Kinase-Positive Non-Small Cell Lung Cancer: A Randomized Clinical Trial.,NCT02767804[si],WRONG_PMID
ALOPECIA_JAKI_REVIEW.html,NCT03570749,35334197,BRAVE-AA1,,WRONG_PMID,Two Phase 3 Trials of Baricitinib for Alopecia Areata.,2022 May 5,40214720,Safety of Baricitinib in Adults with Severe Alopecia Areata from Two Phase III Trials Over a Median of 2.3 Years and Up to 4 Years of Treatment.,NCT03570749[si],OK_KEYWORDS
ALOPECIA_JAKI_REVIEW.html,NCT03899259,35334197,BRAVE-AA2,,WRONG_PMID,Two Phase 3 Trials of Baricitinib for Alopecia Areata.,2022 May 5,40214720,Safety of Baricitinib in Adults with Severe Alopecia Areata from Two Phase III Trials Over a Median of 2.3 Years and Up to 4 Years of Treatment.,NCT03899259[si],OK_KEYWORDS
ALOPECIA_JAKI_REVIEW.html,NCT03732807,37148884,ALLEGRO-2b/3,,WRONG_PMID,Dual-pharmacophore artezomibs hijack the Plasmodium ubiquitin-proteasome system to kill malaria parasites while overcoming drug resistance.,2023 May 18,41917311,Long-Term Efficacy and Safety of Ritlecitinib in Adults and Adolescents with Alopecia Areata: 3-Year Results from the ALLEGRO Phase 2b/3 and ALLEGRO-LT Phase 3 Clinical Studies.,NCT03732807[si],WRONG_PMID
ALOPECIA_JAKI_REVIEW.html,NCT04518995,37423283,THRIVE-AA1,,WRONG_PMID,Assessing the impacts of fine sediment removal on endogenous pollution release and microbial community structure in the shallow lakes.,2023 Nov 1,39053611,"Efficacy and safety of deuruxolitinib, an oral selective Janus kinase inhibitor, in adults with alopecia areata: Results from the Phase 3 randomized, controlled trial (THRIVE-AA1).",THRIVE-AA1[ti],WRONG_PMID
ALOPECIA_JAKI_REVIEW.html,NCT04797650,37423283,THRIVE-AA2,,WRONG_PMID,Assessing the impacts of fine sediment removal on endogenous pollution release and microbial community structure in the shallow lakes.,2023 Nov 1,41317911,"Efficacy and safety of deuruxolitinib, an oral selective Janus kinase 1/2 inhibitor, in adults with alopecia areata: Results from the THRIVE-AA2 Phase 3, randomized, double-blind, controlled trial.",THRIVE-AA2[ti],WRONG_PMID
ANIFROLUMAB_SLE_REVIEW.html,NCT02446912,38229377,TULIP-1,,OK,"Type I interferon inhibitor anifrolumab in active systemic lupus erythematosus (TULIP-1): a randomised, controlled, phase 3 trial.",2019 Dec,,,,OK_ACRONYM
ANIFROLUMAB_SLE_REVIEW.html,NCT02446899,31851795,TULIP-2,,WRONG_PMID,Trial of Anifrolumab in Active Systemic Lupus Erythematosus.,2020 Jan 16,36690388,Lupus low disease activity state attainment in the phase 3 TULIP trials of anifrolumab in active systemic lupus erythematosus.,NCT02446899[si],OK_KEYWORDS
ANTI_CD20_MS_REVIEW.html,NCT01247324,28002679,OPERA I,,WRONG_PMID,Ocrelizumab versus Interferon Beta-1a in Relapsing Multiple Sclerosis.,2017 Jan 19,40629721,Performance of Composite Endpoints Defining Progression Independent of Relapse Activity in Multiple Sclerosis.,NCT01247324[si],WRONG_PMID
ANTI_CD20_MS_REVIEW.html,NCT01412333,28002679,OPERA II,,WRONG_PMID,Ocrelizumab versus Interferon Beta-1a in Relapsing Multiple Sclerosis.,2017 Jan 19,40629721,Performance of Composite Endpoints Defining Progression Independent of Relapse Activity in Multiple Sclerosis.,NCT01412333[si],WRONG_PMID
ANTI_CD20_MS_REVIEW.html,NCT02792218,32757523,ASCLEPIOS I,,WRONG_PMID,Ofatumumab versus Teriflunomide in Multiple Sclerosis.,2020 Aug 6,39018512,Efficacy of Ofatumumab and Teriflunomide in Patients With Relapsing MS From Racial/Ethnic Minority Groups: ASCLEPIOS I/II Subgroup Analyses.,NCT02792218[si],WRONG_PMID
ANTI_CD20_MS_REVIEW.html,NCT02792231,32757523,ASCLEPIOS II,,WRONG_PMID,Ofatumumab versus Teriflunomide in Multiple Sclerosis.,2020 Aug 6,39018512,Efficacy of Ofatumumab and Teriflunomide in Patients With Relapsing MS From Racial/Ethnic Minority Groups: ASCLEPIOS I/II Subgroup Analyses.,NCT02792231[si],WRONG_PMID
ANTI_CD20_MS_REVIEW.html,NCT03277261,36044451,ULTIMATE I,,WRONG_PMID,Retraction: Foliar application of mepiquat chloride and nitrogen improves yield and fiber quality traits of cotton (Gossypium hirsutum L.).,2022,41787239,Efficacy of Ublituximab in People with Highly Active Relapsing Multiple Sclerosis.,NCT03277261[si],WRONG_PMID
ANTI_CD20_MS_REVIEW.html,NCT03277248,36044451,ULTIMATE II,,WRONG_PMID,Retraction: Foliar application of mepiquat chloride and nitrogen improves yield and fiber quality traits of cotton (Gossypium hirsutum L.).,2022,41787239,Efficacy of Ublituximab in People with Highly Active Relapsing Multiple Sclerosis.,NCT03277248[si],WRONG_PMID
ANTIAMYLOID_AD_NMA_REVIEW.html,NCT03887455,36449413,Clarity AD,,WRONG_PMID,Lecanemab in Early Alzheimer's Disease.,2023 Jan 5,41689888,Lecanemab for treatment of individuals with early Alzheimer's Disease (AD) who are apolipoprotein E ε4 (ApoE ε4) non-carriers or heterozygotes.,NCT03887455[si],OK_KEYWORDS
ANTIAMYLOID_AD_NMA_REVIEW.html,NCT04437511,37459141,TRAILBLAZER-ALZ 2,,OK,Donanemab in Early Symptomatic Alzheimer Disease: The TRAILBLAZER-ALZ 2 Randomized Clinical Trial.,2023 Aug 8,,,,OK_ACRONYM
ANTIAMYLOID_AD_NMA_REVIEW.html,NCT02477800,34807243,EMERGE,,WRONG_PMID,Amyloid-Related Imaging Abnormalities in 2 Phase 3 Studies Evaluating Aducanumab in Patients With Early Alzheimer Disease.,2022 Jan 1,38165296,Genome-Wide Association Studies of ARIA From the Aducanumab Phase 3 ENGAGE and EMERGE Studies.,NCT02477800[si],OK_KEYWORDS
ANTIAMYLOID_AD_NMA_REVIEW.html,NCT02484547,34807243,ENGAGE,,WRONG_PMID,Amyloid-Related Imaging Abnormalities in 2 Phase 3 Studies Evaluating Aducanumab in Patients With Early Alzheimer Disease.,2022 Jan 1,40413110,Lower baseline amyloid beta burden is associated with greater percent of amyloid beta positron emission tomography reduction and better clinical outcomes in the aducanumab Phase 3 trials ENGAGE and EMERGE in early Alzheimer's disease.,NCT02484547[si],OK_KEYWORDS
ANTIAMYLOID_AD_NMA_REVIEW.html,NCT03444870,37966285,GRADUATE I,,WRONG_PMID,Two Phase 3 Trials of Gantenerumab in Early Alzheimer's Disease.,2023 Nov 16,40603145,The Alzheimer's Disease Cooperative Study - Activities of Daily Living dependence score: revision and validation of an algorithm evaluating patient dependence across the spectrum of AD severity.,NCT03444870[si],WRONG_PMID
ANTIAMYLOID_AD_NMA_REVIEW.html,NCT03443973,37966285,GRADUATE II,,WRONG_PMID,Two Phase 3 Trials of Gantenerumab in Early Alzheimer's Disease.,2023 Nov 16,40603145,The Alzheimer's Disease Cooperative Study - Activities of Daily Living dependence score: revision and validation of an algorithm evaluating patient dependence across the spectrum of AD severity.,NCT03443973[si],WRONG_PMID
ANTIAMYLOID_AD_NMA_REVIEW.html,NCT01900665,29365294,EXPEDITION 3,,WRONG_PMID,Trial of Solanezumab for Mild Dementia Due to Alzheimer's Disease.,2018 Jan 25,40603145,,NCT01900665[si],WRONG_PMID
ANTIAMYLOID_AD_REVIEW.html,NCT03887455,36449413,Clarity-AD,,WRONG_PMID,Lecanemab in Early Alzheimer's Disease.,2023 Jan 5,41689888,Lecanemab for treatment of individuals with early Alzheimer's Disease (AD) who are apolipoprotein E ε4 (ApoE ε4) non-carriers or heterozygotes.,NCT03887455[si],OK_KEYWORDS
ANTIAMYLOID_AD_REVIEW.html,NCT04437511,37459141,TRAILBLAZER-ALZ2,,WRONG_PMID,Donanemab in Early Symptomatic Alzheimer Disease: The TRAILBLAZER-ALZ 2 Randomized Clinical Trial.,2023 Aug 8,41804324,Infusion-related reactions in donanemab-treated participants with early symptomatic Alzheimer's disease.,NCT04437511[si],OK_KEYWORDS
ANTIAMYLOID_AD_REVIEW.html,NCT02477800,34807243,EMERGE,,WRONG_PMID,Amyloid-Related Imaging Abnormalities in 2 Phase 3 Studies Evaluating Aducanumab in Patients With Early Alzheimer Disease.,2022 Jan 1,38165296,Genome-Wide Association Studies of ARIA From the Aducanumab Phase 3 ENGAGE and EMERGE Studies.,NCT02477800[si],OK_KEYWORDS
ANTIAMYLOID_AD_REVIEW.html,NCT02484547,34807243,ENGAGE,,WRONG_PMID,Amyloid-Related Imaging Abnormalities in 2 Phase 3 Studies Evaluating Aducanumab in Patients With Early Alzheimer Disease.,2022 Jan 1,40413110,Lower baseline amyloid beta burden is associated with greater percent of amyloid beta positron emission tomography reduction and better clinical outcomes in the aducanumab Phase 3 trials ENGAGE and EMERGE in early Alzheimer's disease.,NCT02484547[si],OK_KEYWORDS
ANTIVEGF_NAMD_NMA_REVIEW.html,NCT00509795,23084240,VIEW-1,,WRONG_PMID,Intravitreal aflibercept (VEGF trap-eye) in wet age-related macular degeneration.,2012 Dec,32374423,Treatment regimens for administration of anti-vascular endothelial growth factor agents for neovascular age-related macular degeneration.,NCT00509795[si],OK_KEYWORDS
ANTIVEGF_NAMD_NMA_REVIEW.html,NCT00637377,23084240,VIEW-2,,WRONG_PMID,Intravitreal aflibercept (VEGF trap-eye) in wet age-related macular degeneration.,2012 Dec,36932356,Seven-year outcomes following intensive anti-vascular endothelial growth factor therapy in patients with exudative age-related macular degeneration.,NCT00637377[si],OK_KEYWORDS
ANTIVEGF_NAMD_NMA_REVIEW.html,NCT03823287,35085502,TENAYA,,OK,"Efficacy, durability, and safety of intravitreal faricimab up to every 16 weeks for neovascular age-related macular degeneration (TENAYA and LUCERNE): two randomised, double-masked, phase 3, non-inferiority trials.",2022 Feb 19,,,,OK_ACRONYM
ANTIVEGF_NAMD_NMA_REVIEW.html,NCT03823300,35085502,LUCERNE,,OK,"Efficacy, durability, and safety of intravitreal faricimab up to every 16 weeks for neovascular age-related macular degeneration (TENAYA and LUCERNE): two randomised, double-masked, phase 3, non-inferiority trials.",2022 Feb 19,,,,OK_ACRONYM
ANTIVEGF_NAMD_NMA_REVIEW.html,NCT04423718,38461841,PULSAR,,OK,"Intravitreal aflibercept 8 mg in neovascular age-related macular degeneration (PULSAR): 48-week results from a randomised, double-masked, non-inferiority, phase 3 trial.",2024 Mar 23,,,,OK_ACRONYM
ANTIVEGF_NAMD_NMA_REVIEW.html,NCT02307682,30986442,HAWK,,OK,"HAWK and HARRIER: Phase 3, Multicenter, Randomized, Double-Masked Trials of Brolucizumab for Neovascular Age-Related Macular Degeneration.",2020 Jan,,,,OK_ACRONYM
ANTIVEGF_NAMD_NMA_REVIEW.html,NCT02434328,30986442,HARRIER,,OK,"HAWK and HARRIER: Phase 3, Multicenter, Randomized, Double-Masked Trials of Brolucizumab for Neovascular Age-Related Macular Degeneration.",2020 Jan,,,,OK_ACRONYM
ANTIVEGF_NAMD_NMA_REVIEW.html,NCT00593450,21526923,CATT,,WRONG_PMID,Ranibizumab and bevacizumab for neovascular age-related macular degeneration.,2011 May 19,35428655,Thiazolidinedione use and retinal fluid in the comparison of age-related macular degeneration treatments trials.,NCT00593450[si],OK_KEYWORDS
ANTIVEGF_NAMD_NMA_REVIEW.html,NCT00056836,17021318,MARINA,,WRONG_PMID,Ranibizumab for neovascular age-related macular degeneration.,2006 Oct 5,37086257,Prevalence of Macular Atrophy in the MARINA Study of Ranibizumab versus Sham for Neovascular Age-Related Macular Degeneration.,NCT00056836[si],OK_KEYWORDS
ANTIVEGF_NAMD_NMA_REVIEW.html,NCT00061594,17021319,ANCHOR,,WRONG_PMID,Ranibizumab versus verteporfin for neovascular age-related macular degeneration.,2006 Oct 5,24424249,Time to clinically significant visual acuity gains after ranibizumab treatment for retinal vein occlusion: BRAVO and CRUISE trials.,NCT00061594[si],OK_KEYWORDS
ARPI_mHSPC_REVIEW.html,NCT02677896,31329516,ARCHES,,OK,"ARCHES: A Randomized, Phase III Study of Androgen Deprivation Therapy With Enzalutamide or Placebo in Men With Metastatic Hormone-Sensitive Prostate Cancer.",2019 Nov 10,,,,OK_ACRONYM
ARPI_mHSPC_REVIEW.html,NCT02446405,31157964,ENZAMET,,WRONG_PMID,Enzalutamide with Standard First-Line Therapy in Metastatic Prostate Cancer.,2019 Jul 11,39404227,Enzalutamide in metastatic hormone-sensitive prostate cancer: A plain language summary of the ARCHES and ENZAMET follow-up studies.,NCT02446405[si],WRONG_PMID
ARPI_mHSPC_REVIEW.html,NCT02489318,31150574,TITAN,,WRONG_PMID,"Apalutamide for Metastatic, Castration-Sensitive Prostate Cancer.",2019 Jul 4,39163505,Prostate-specific antigen and health-related quality of life in individuals with advanced prostate cancer treated with apalutamide: a plain language summary of the SPARTAN and TITAN studies.,NCT02489318[si],WRONG_PMID
ARPI_mHSPC_REVIEW.html,NCT02799602,35179323,ARASENS,,WRONG_PMID,"Darolutamide and Survival in Metastatic, Hormone-Sensitive Prostate Cancer.",2022 Mar 24,36795843,Darolutamide Plus Androgen-Deprivation Therapy and Docetaxel in Metastatic Hormone-Sensitive Prostate Cancer by Disease Volume and Risk Subgroups in the Phase III ARASENS Trial.,NCT02799602[si],WRONG_PMID
ARPI_mHSPC_REVIEW.html,NCT01715285,30987939,LATITUDE,,OK,"Abiraterone acetate plus prednisone in patients with newly diagnosed high-risk metastatic castration-sensitive prostate cancer (LATITUDE): final overall survival analysis of a randomised, double-blind, phase 3 trial.",2019 May,,,,OK_ACRONYM
ARPI_NMCRPC_REVIEW.html,NCT01946204,29420164,SPARTAN,,WRONG_PMID,Apalutamide Treatment and Metastasis-free Survival in Prostate Cancer.,2018 Apr 12,40132221,Lower Testosterone Level and Metastases-Free Survival in Patients With Nonmetastatic Castration-Resistant Prostate Cancer Treated With Novel Antiandrogens: A Post Hoc Analysis of SPARTAN and ARAMIS.,NCT01946204[si],WRONG_PMID
ARPI_NMCRPC_REVIEW.html,NCT02003924,29949494,PROSPER,,WRONG_PMID,"Enzalutamide in Men with Nonmetastatic, Castration-Resistant Prostate Cancer.",2018 Jun 28,41894648,,NCT02003924[si],WRONG_PMID
ARPI_NMCRPC_REVIEW.html,NCT02200614,30806750,ARAMIS,,WRONG_PMID,The impact of revascularization on myocardial blood flow as assessed by positron emission tomography.,2019 Jun,41450200,Effects of Prior Local Therapy by Radical Prostatectomy or Radiotherapy on the Efficacy and Quality of Life of Patients Treated With Darolutamide in ARAMIS.,NCT02200614[si],WRONG_PMID
ATOPIC_DERM_NMA_REVIEW.html,NCT02277743,27690741,SOLO-1-Dupi,,WRONG_PMID,Two Phase 3 Trials of Dupilumab versus Placebo in Atopic Dermatitis.,2016 Dec 15,40993471,"The Safety Data of Dupilumab for the Treatment of Moderate‑to‑Severe Atopic Dermatitis in Infants, Children, Adolescents, and Adults.",NCT02277743[si],OK_KEYWORDS
ATOPIC_DERM_NMA_REVIEW.html,NCT03131648,33000465,ECZTRA-1,,OK,"Tralokinumab for moderate-to-severe atopic dermatitis: results from two 52-week, randomized, double-blind, multicentre, placebo-controlled phase III trials (ECZTRA 1 and ECZTRA 2).",2021 Mar,,,,OK_ACRONYM
ATOPIC_DERM_NMA_REVIEW.html,NCT04146363,36920778,ADvocate1,,WRONG_PMID,Two Phase 3 Trials of Lebrikizumab for Moderate-to-Severe Atopic Dermatitis.,2023 Mar 23,41435984,Lebrikizumab is efficacious in adults and adolescents with moderate-to-severe atopic dermatitis regardless of atopic comorbidities.,NCT04146363[si],OK_KEYWORDS
ATOPIC_DERM_NMA_REVIEW.html,NCT03985943,39067461,ARCADIA-1,,OK,"Nemolizumab with concomitant topical therapy in adolescents and adults with moderate-to-severe atopic dermatitis (ARCADIA 1 and ARCADIA 2): results from two replicate, double-blind, randomised controlled phase 3 trials.",2024 Aug 3,,,,OK_ACRONYM
ATOPIC_DERM_NMA_REVIEW.html,NCT03349060,32711801,JADE-MONO-1,,OK,"Efficacy and safety of abrocitinib in adults and adolescents with moderate-to-severe atopic dermatitis (JADE MONO-1): a multicentre, double-blind, randomised, placebo-controlled, phase 3 trial.",2020 Jul 25,,,,OK_ACRONYM
ATOPIC_DERM_NMA_REVIEW.html,NCT03569293,35262646,MeasureUp-1,,WRONG_PMID,Efficacy and Safety of Upadacitinib in Patients With Moderate to Severe Atopic Dermatitis: Analysis of Follow-up Data From the Measure Up 1 and Measure Up 2 Randomized Clinical Trials.,2022 Apr 1,40900410,Efficacy and Safety of Upadacitinib in Patients With Moderate-to-Severe Atopic Dermatitis: Phase 3 Randomized Clinical Trial Results Through 140 Weeks.,NCT03569293[si],OK_KEYWORDS
ATOPIC_DERM_NMA_REVIEW.html,NCT03334396,34437922,BREEZE-AD1,,WRONG_PMID,JAK inhibitors in the treatment of atopic dermatitis.,2021 Oct,36255569,Pooled Safety Analysis of Baricitinib in Adult Participants with Atopic Dermatitis in the Japanese Subpopulation from Six Randomized Clinical Trials.,NCT03334396[si],OK_KEYWORDS
ATTR_PN_REVIEW.html,NCT01960348,29972753,APOLLO,,WRONG_PMID,"Patisiran, an RNAi Therapeutic, for Hereditary Transthyretin Amyloidosis.",2018 Jul 5,38548524,"Patisiran, an RNAi therapeutic for hereditary transthyretin-mediated amyloidosis: Sub-analysis in Taiwanese patients from the APOLLO study.",NCT01960348[si],OK_KEYWORDS
ATTR_PN_REVIEW.html,NCT03759379,35875890,HELIOS-A,,WRONG_PMID,Efficacy and safety of vutrisiran for patients with hereditary transthyretin-mediated amyloidosis with polyneuropathy: a randomized clinical trial.,2023 Mar,38512694,Impact of Baseline Neuropathy Severity on Vutrisiran Treatment Response in the Phase 3 HELIOS-A Study.,NCT03759379[si],OK_KEYWORDS
ATTR_PN_REVIEW.html,NCT04136184,37815926,NEURO-TTRansform,,WRONG_PMID,Metabolism of testosterone and progesterone by cytochrome P450 2C19 allelic variants.,2023 Dec,41937511,Eplontersen for Hereditary Transthyretin Amyloidosis With Polyneuropathy: An Exploratory Analysis of Treatment Effect in Male and Female Patients.,NCT04136184[si],WRONG_PMID
AVACINCAPTAD_GA_REVIEW.html,NCT02686658,37597519,GATHER-1,,WRONG_PMID,Immature leaves are the dominant volatile-sensing organs of maize.,2023 Sep 11,39538001,Progression to complete retinal pigment epithelium and outer retinal atrophy (cRORA): post hoc analysis of the GATHER1 trial.,NCT02686658[si],WRONG_PMID
AVACINCAPTAD_GA_REVIEW.html,NCT04435366,37597519,GATHER-2,,WRONG_PMID,Immature leaves are the dominant volatile-sensing organs of maize.,2023 Sep 11,41407269,,NCT04435366[si],WRONG_PMID
