file,key,claim_name,claim_n,verdict,aact_brief_title,aact_enrollment,title_overlap,n_ratio,country_mismatch,notes
AFICAMTEN_HCM_REVIEW.html,NCT05186818,SEQUOIA-HCM,282,TITLE_MISMATCH,Phase 3 Trial to Evaluate the Efficacy and Safety of Aficamten Compared to Place,282,0,1.00,,title 0-token overlap (claim='SEQUOIA-HCM' aact='Phase 3 Trial to Evaluate the Efficacy a')
AGYW_HIV_PREP_NMA_REVIEW.html,NCT02732730,"HPTN 082 (oral PrEP, AGYW)",451,OK,Uptake and Adherence to Daily Oral PrEP as a Primary Prevention Strategy for You,451,2,1.00,,
AGYW_HIV_PREP_NMA_REVIEW.html,NCT01386294,"FACTS-001 (vaginal tenofovir gel, AGYW)",2024,OK,Safety and Effectiveness of Tenofovir Gel in the Prevention of Human Immunodefic,2059,2,0.98,,
ALK_NSCLC_NMA_REVIEW.html,NCT02075840,ALEX,303,TITLE_MISMATCH,A Study Comparing Alectinib With Crizotinib in Treatment-Naive Anaplastic Lympho,303,0,1.00,,title 0-token overlap (claim='ALEX' aact='A Study Comparing Alectinib With Crizoti')
ALK_NSCLC_NMA_REVIEW.html,NCT02737501,ALTA-1L,275,OK,ALTA-1L Study: A Study of Brigatinib Versus Crizotinib in Anaplastic Lymphoma Ki,275,1,1.00,,
ALK_NSCLC_NMA_REVIEW.html,NCT03052608,CROWN,296,TITLE_MISMATCH,A Study Of Lorlatinib Versus Crizotinib In First Line Treatment Of Patients With,296,0,1.00,,title 0-token overlap (claim='CROWN' aact='A Study Of Lorlatinib Versus Crizotinib ')
ALK_NSCLC_NMA_REVIEW.html,NCT02767804,eXalt3,290,OK,eXalt3: Study Comparing X-396 (Ensartinib) to Crizotinib in ALK Positive Non-Sma,290,1,1.00,,
ALOPECIA_JAKI_NMA_REVIEW.html,NCT03570749,BRAVE-AA1,470,TITLE_MISMATCH,A Study of Baricitinib (LY3009104) in Participants With Severe or Very Severe Al,764,0,0.62,,title 0-token overlap (claim='BRAVE-AA1' aact='A Study of Baricitinib (LY3009104) in Pa')
ALOPECIA_JAKI_NMA_REVIEW.html,NCT03899259,BRAVE-AA2,390,TITLE_MISMATCH,A Study of Baricitinib (LY3009104) in Adults With Severe or Very Severe Alopecia,606,0,0.64,,title 0-token overlap (claim='BRAVE-AA2' aact='A Study of Baricitinib (LY3009104) in Ad')
ALOPECIA_JAKI_NMA_REVIEW.html,NCT03732807,ALLEGRO-2b/3,261,TITLE_MISMATCH,PF-06651600 for the Treatment of Alopecia Areata,718,0,0.36,,title 0-token overlap (claim='ALLEGRO-2b/3' aact='PF-06651600 for the Treatment of Alopeci')
ALOPECIA_JAKI_NMA_REVIEW.html,NCT04518995,THRIVE-AA1,352,OK,Study to Evaluate the Efficacy and Safety of CTP-543 in Adults With Moderate to ,706,1,0.50,,
ALOPECIA_JAKI_NMA_REVIEW.html,NCT04797650,THRIVE-AA2,261,OK,Study to Evaluate the Efficacy and Safety of CTP-543 in Adults With Moderate to ,517,1,0.50,,
ANIFROLUMAB_SLE_REVIEW.html,NCT02446912,TULIP-1,364,TITLE_MISMATCH,Efficacy and Safety of Two Doses of Anifrolumab Compared to Placebo in Adult Sub,460,0,0.79,,title 0-token overlap (claim='TULIP-1' aact='Efficacy and Safety of Two Doses of Anif')
ANIFROLUMAB_SLE_REVIEW.html,NCT02446899,TULIP-2,362,TITLE_MISMATCH,Efficacy and Safety of Anifrolumab Compared to Placebo in Adult Subjects With Ac,373,0,0.97,,title 0-token overlap (claim='TULIP-2' aact='Efficacy and Safety of Anifrolumab Compa')
ANTI_CD20_MS_NMA_REVIEW.html,NCT01247324,OPERA I,821,TITLE_MISMATCH,A Study of Ocrelizumab in Comparison With Interferon Beta-1a (Rebif) in Particip,821,0,1.00,,title 0-token overlap (claim='OPERA I' aact='A Study of Ocrelizumab in Comparison Wit')
ANTI_CD20_MS_NMA_REVIEW.html,NCT01412333,OPERA II,835,TITLE_MISMATCH,A Study of Ocrelizumab in Comparison With Interferon Beta-1a (Rebif) in Particip,835,0,1.00,,title 0-token overlap (claim='OPERA II' aact='A Study of Ocrelizumab in Comparison Wit')
ANTI_CD20_MS_NMA_REVIEW.html,NCT02792218,ASCLEPIOS I,927,TITLE_MISMATCH,Efficacy and Safety of Ofatumumab Compared to Teriflunomide in Patients With Rel,930,0,1.00,,title 0-token overlap (claim='ASCLEPIOS I' aact='Efficacy and Safety of Ofatumumab Compar')
ANTI_CD20_MS_NMA_REVIEW.html,NCT02792231,ASCLEPIOS II,955,TITLE_MISMATCH,Efficacy and Safety of Ofatumumab Compared to Teriflunomide in Patients With Rel,955,0,1.00,,title 0-token overlap (claim='ASCLEPIOS II' aact='Efficacy and Safety of Ofatumumab Compar')
ANTI_CD20_MS_NMA_REVIEW.html,NCT03277261,ULTIMATE I,549,OK,Study to Assess the Efficacy and Safety of Ublituximab in Participants With Rela,549,1,1.00,,
ANTI_CD20_MS_NMA_REVIEW.html,NCT03277248,ULTIMATE II,544,OK,Study to Assess the Efficacy and Safety of Ublituximab in Participants With Rela,545,1,1.00,,
ANTIAMYLOID_AD_NMA_REVIEW.html,NCT03887455,Clarity AD,1734,TITLE_MISMATCH,A Study to Confirm Safety and Efficacy of Lecanemab in Participants With Early A,1906,0,0.91,,title 0-token overlap (claim='Clarity AD' aact='A Study to Confirm Safety and Efficacy o')
ANTIAMYLOID_AD_NMA_REVIEW.html,NCT04437511,TRAILBLAZER-ALZ 2,1736,OK,A Study of Donanemab (LY3002813) in Participants With Early Alzheimer's Disease ,1736,1,1.00,,
ANTIAMYLOID_AD_NMA_REVIEW.html,NCT02477800,EMERGE,1092,TITLE_MISMATCH,221AD301 Phase 3 Study of Aducanumab (BIIB037) in Early Alzheimer's Disease,1653,0,0.66,,title 0-token overlap (claim='EMERGE' aact='221AD301 Phase 3 Study of Aducanumab (BI')
ANTIAMYLOID_AD_NMA_REVIEW.html,NCT02484547,ENGAGE,1103,TITLE_MISMATCH,221AD302 Phase 3 Study of Aducanumab (BIIB037) in Early Alzheimer's Disease,1643,0,0.67,,title 0-token overlap (claim='ENGAGE' aact='221AD302 Phase 3 Study of Aducanumab (BI')
ANTIAMYLOID_AD_NMA_REVIEW.html,NCT03444870,GRADUATE I,985,TITLE_MISMATCH,Efficacy and Safety Study of Gantenerumab in Participants With Early Alzheimer's,1053,0,0.94,,title 0-token overlap (claim='GRADUATE I' aact='Efficacy and Safety Study of Ganteneruma')
ANTIAMYLOID_AD_NMA_REVIEW.html,NCT03443973,GRADUATE II,980,TITLE_MISMATCH,Safety and Efficacy Study of Gantenerumab in Participants With Early Alzheimer's,975,0,1.01,,title 0-token overlap (claim='GRADUATE II' aact='Safety and Efficacy Study of Ganteneruma')
ANTIAMYLOID_AD_NMA_REVIEW.html,NCT01900665,EXPEDITION 3,2129,TITLE_MISMATCH,Progress of Mild Alzheimer's Disease in Participants on Solanezumab Versus Place,2129,0,1.00,,title 0-token overlap (claim='EXPEDITION 3' aact='Progress of Mild Alzheimer's Disease in ')
ANTIAMYLOID_AD_REVIEW.html,NCT02484547,ENGAGE,1103,TITLE_MISMATCH,221AD302 Phase 3 Study of Aducanumab (BIIB037) in Early Alzheimer's Disease,1643,0,0.67,,title 0-token overlap (claim='ENGAGE' aact='221AD302 Phase 3 Study of Aducanumab (BI')
ANTIPSYCHOTICS_SCHIZO_NMA_REVIEW.html,LEGACY-OLANZAPINE-PIVOTAL,Olanzapine-Pivotal,440,ISRCTN_ONLY,,,,,,non-AACT key
ANTIPSYCHOTICS_SCHIZO_NMA_REVIEW.html,LEGACY-RISPERIDONE-PIVOTAL,Risperidone-Pivotal,160,ISRCTN_ONLY,,,,,,non-AACT key
ANTIPSYCHOTICS_SCHIZO_NMA_REVIEW.html,LEGACY-QUETIAPINE-PIVOTAL,Quetiapine-Pivotal,457,ISRCTN_ONLY,,,,,,non-AACT key
ANTIPSYCHOTICS_SCHIZO_NMA_REVIEW.html,LEGACY-ARIPIPRAZOLE-PIVOTAL,Aripiprazole-Pivotal,317,ISRCTN_ONLY,,,,,,non-AACT key
ANTIPSYCHOTICS_SCHIZO_NMA_REVIEW.html,LEGACY-ZIPRASIDONE-PIVOTAL,Ziprasidone-Pivotal,230,ISRCTN_ONLY,,,,,,non-AACT key
ANTIPSYCHOTICS_SCHIZO_NMA_REVIEW.html,LEGACY-PALIPERIDONE-PIVOTAL,Paliperidone-Pivotal,568,ISRCTN_ONLY,,,,,,non-AACT key
ANTIPSYCHOTICS_SCHIZO_NMA_REVIEW.html,LEGACY-LURASIDONE-PIVOTAL,Lurasidone-Pivotal,474,ISRCTN_ONLY,,,,,,non-AACT key
ANTIPSYCHOTICS_SCHIZO_NMA_REVIEW.html,LEGACY-HALOPERIDOL-PIVOTAL,Haloperidol-Pivotal,406,ISRCTN_ONLY,,,,,,non-AACT key
ANTIVEGF_NAMD_NMA_REVIEW.html,NCT00509795,VIEW-1,608,TITLE_MISMATCH,Vascular Endothelial Growth Factor VEGF Trap-Eye:Investigation of Efficacy and S,1217,0,0.50,,title 0-token overlap (claim='VIEW-1' aact='Vascular Endothelial Growth Factor VEGF ')
ANTIVEGF_NAMD_NMA_REVIEW.html,NCT00637377,VIEW-2,597,TITLE_MISMATCH,Vascular Endothelial Growth Factor (VEGF) Trap-Eye: Investigation of Efficacy an,1240,0,0.48,,title 0-token overlap (claim='VIEW-2' aact='Vascular Endothelial Growth Factor (VEGF')
ANTIVEGF_NAMD_NMA_REVIEW.html,NCT03823287,TENAYA,671,OK,A Study to Evaluate the Efficacy and Safety of Faricimab in Participants With Ne,671,1,1.00,,
ANTIVEGF_NAMD_NMA_REVIEW.html,NCT03823300,LUCERNE,658,OK,A Study to Evaluate the Efficacy and Safety of Faricimab in Participants With Ne,658,1,1.00,,
ANTIVEGF_NAMD_NMA_REVIEW.html,NCT04964089,PULSAR,671,TITLE_MISMATCH,A Study to Evaluate the Efficacy and Safety of Intravitreal KSI-301 Compared Wit,557,0,1.20,,title 0-token overlap (claim='PULSAR' aact='A Study to Evaluate the Efficacy and Saf')
ANTIVEGF_NAMD_NMA_REVIEW.html,NCT02307682,HAWK,720,TITLE_MISMATCH,Efficacy and Safety of RTH258 Versus Aflibercept - Study 1,1775,0,0.41,,title 0-token overlap (claim='HAWK' aact='Efficacy and Safety of RTH258 Versus Afl')
ANTIVEGF_NAMD_NMA_REVIEW.html,NCT02434328,HARRIER,739,TITLE_MISMATCH,Efficacy and Safety of RTH258 Versus Aflibercept - Study 2,1048,0,0.71,,title 0-token overlap (claim='HARRIER' aact='Efficacy and Safety of RTH258 Versus Afl')
ANTIVEGF_NAMD_NMA_REVIEW.html,NCT00593450,CATT,570,OK,Comparison of Age-related Macular Degeneration Treatments Trials: Lucentis-Avast,1208,1,0.47,,
ANTIVEGF_NAMD_NMA_REVIEW.html,NCT00056836,MARINA,478,TITLE_MISMATCH,A Study to Evaluate rhuFab V2 in Subjects With Minimally Classic or Occult Subfo,720,0,0.66,,title 0-token overlap (claim='MARINA' aact='A Study to Evaluate rhuFab V2 in Subject')
ANTIVEGF_NAMD_NMA_REVIEW.html,NCT00061594,ANCHOR,283,TITLE_MISMATCH,A Study to Compare rhuFab V2 With Verteporfin Photodynamic in Treating Subfoveal,426,0,0.66,,title 0-token overlap (claim='ANCHOR' aact='A Study to Compare rhuFab V2 With Vertep')
ARPI_mHSPC_REVIEW.html,NCT02677896,ARCHES,1150,TITLE_MISMATCH,A Study of Enzalutamide Plus Androgen Deprivation Therapy (ADT) Versus Placebo P,1150,0,1.00,,title 0-token overlap (claim='ARCHES' aact='A Study of Enzalutamide Plus Androgen De')
ARPI_mHSPC_REVIEW.html,NCT02446405,ENZAMET,1125,OK,Enzalutamide in First Line Androgen Deprivation Therapy for Metastatic Prostate ,1125,1,1.00,,
ARPI_mHSPC_REVIEW.html,NCT02489318,TITAN,1052,TITLE_MISMATCH,"A Study of Apalutamide (JNJ-56021927, ARN-509) Plus Androgen Deprivation Therapy",1052,0,1.00,,"title 0-token overlap (claim='TITAN' aact='A Study of Apalutamide (JNJ-56021927, AR')"
ARPI_mHSPC_REVIEW.html,NCT02799602,ARASENS,1305,TITLE_MISMATCH,Darolutamide in Addition to Standard Androgen Deprivation Therapy and Docetaxel ,1306,0,1.00,,title 0-token overlap (claim='ARASENS' aact='Darolutamide in Addition to Standard And')
ARPI_mHSPC_REVIEW.html,NCT01715285,LATITUDE,1199,TITLE_MISMATCH,A Study of Abiraterone Acetate Plus Low-Dose Prednisone Plus Androgen Deprivatio,1209,0,0.99,,title 0-token overlap (claim='LATITUDE' aact='A Study of Abiraterone Acetate Plus Low-')
ARPI_NMCRPC_REVIEW.html,NCT01946204,SPARTAN,1207,TITLE_MISMATCH,A Study of Apalutamide (ARN-509) in Men With Non-Metastatic Castration-Resistant,1207,0,1.00,,title 0-token overlap (claim='SPARTAN' aact='A Study of Apalutamide (ARN-509) in Men ')
ARPI_NMCRPC_REVIEW.html,NCT02003924,PROSPER,1401,OK,Safety and Efficacy Study of Enzalutamide in Patients With Nonmetastatic Castrat,1401,1,1.00,,
ARPI_NMCRPC_REVIEW.html,NCT02200614,ARAMIS,1509,TITLE_MISMATCH,Efficacy and Safety Study of Darolutamide (ODM-201) in Men With High-risk Non-me,1509,0,1.00,,title 0-token overlap (claim='ARAMIS' aact='Efficacy and Safety Study of Darolutamid')
ATOPIC_DERM_NMA_REVIEW.html,NCT02277743,SOLO-1-Dupi,448,TITLE_MISMATCH,Study of Dupilumab Monotherapy Administered to Adult Patients With Moderate-to-S,671,0,0.67,,title 0-token overlap (claim='SOLO-1-Dupi' aact='Study of Dupilumab Monotherapy Administe')
ATOPIC_DERM_NMA_REVIEW.html,NCT03131648,ECZTRA-1,500,OK,Tralokinumab Monotherapy for Moderate to Severe Atopic Dermatitis - ECZTRA 1 (EC,802,1,0.62,,
ATOPIC_DERM_NMA_REVIEW.html,NCT04146363,ADvocate1,424,OK,Evaluation of the Efficacy and Safety of Lebrikizumab (LY3650150) in Moderate to,424,1,1.00,,
ATOPIC_DERM_NMA_REVIEW.html,NCT03985943,ARCADIA-1,614,TITLE_MISMATCH,Efficacy and Safety of Nemolizumab in Subjects With Moderate-to-Severe Atopic De,941,0,0.65,,title 0-token overlap (claim='ARCADIA-1' aact='Efficacy and Safety of Nemolizumab in Su')
ATOPIC_DERM_NMA_REVIEW.html,NCT03349060,JADE-MONO-1,231,TITLE_MISMATCH,Study to Evaluate Efficacy and Safety of PF-04965842 in Subjects Aged 12 Years A,387,0,0.60,,title 0-token overlap (claim='JADE-MONO-1' aact='Study to Evaluate Efficacy and Safety of')
ATOPIC_DERM_NMA_REVIEW.html,NCT03569293,MeasureUp-1,422,TITLE_MISMATCH,Evaluation of Upadacitinib in Adolescent and Adult Patients With Moderate to Sev,912,0,0.46,,title 0-token overlap (claim='MeasureUp-1' aact='Evaluation of Upadacitinib in Adolescent')
ATOPIC_DERM_NMA_REVIEW.html,NCT03334396,BREEZE-AD1,498,TITLE_MISMATCH,A Study of Baricitinib (LY3009104) in Patients With Moderate to Severe Atopic De,660,0,0.75,,title 0-token overlap (claim='BREEZE-AD1' aact='A Study of Baricitinib (LY3009104) in Pa')
ATTR_CM_NMA_REVIEW.html,NCT01994889,ATTR-ACT,441,TITLE_MISMATCH,Safety and Efficacy of Tafamidis in Patients With Transthyretin Cardiomyopathy,441,0,1.00,,title 0-token overlap (claim='ATTR-ACT' aact='Safety and Efficacy of Tafamidis in Pati')
ATTR_CM_NMA_REVIEW.html,NCT04153149,HELIOS-B,655,OK,HELIOS-B: A Study to Evaluate Vutrisiran in Patients With Transthyretin Amyloido,655,1,1.00,,
ATTR_CM_NMA_REVIEW.html,NCT03860935,ATTRibute-CM,632,OK,Efficacy and Safety of AG10 in Subjects With Transthyretin Amyloid Cardiomyopath,632,1,1.00,,
AZITHROMYCIN_CHILD_MORTALITY_REVIEW.html,NCT02047981,MORDOR-I,190000,TITLE_MISMATCH,Mortality Reduction After Oral Azithromycin: Mortality Study,190238,0,1.00,,title 0-token overlap (claim='MORDOR-I' aact='Mortality Reduction After Oral Azithromy')
AZITHROMYCIN_CHILD_MORTALITY_REVIEW.html,NCT02048007,MORDOR-II,100000,TITLE_MISMATCH,Mortality Reduction After Oral Azithromycin: Morbidity Study,72000,0,1.39,,title 0-token overlap (claim='MORDOR-II' aact='Mortality Reduction After Oral Azithromy')
AZITHROMYCIN_CHILD_MORTALITY_REVIEW.html,NCT04224987,AVENIR,90000,TITLE_MISMATCH+N_OUTLIER,Azithromycin for Child Survival in Niger: Mortality and Resistance Trial,864493,0,0.10,,title 0-token overlap (claim='AVENIR' aact='Azithromycin for Child Survival in Niger'); row 90000 vs aact 864493 ratio 0.10
BELIMUMAB_SLE_REVIEW.html,NCT00424476,BLISS-52,418,TITLE_MISMATCH,A Study of Belimumab in Subjects With Systemic Lupus Erythematosus (SLE),865,0,0.48,,title 0-token overlap (claim='BLISS-52' aact='A Study of Belimumab in Subjects With Sy')
BELIMUMAB_SLE_REVIEW.html,NCT00410384,BLISS-76,392,TITLE_MISMATCH,A Study of Belimumab in Subjects With Systemic Lupus Erythematosus,819,0,0.48,,title 0-token overlap (claim='BLISS-76' aact='A Study of Belimumab in Subjects With Sy')
BELIMUMAB_SLE_REVIEW.html,NCT01484496,BLISS-SC,836,TITLE_MISMATCH,A Study of Belimumab Administered Subcutaneously in Subjects With Systemic Lupus,839,0,1.00,,title 0-token overlap (claim='BLISS-SC' aact='A Study of Belimumab Administered Subcut')
BELIMUMAB_SLE_REVIEW.html,NCT01639339,BLISS-LN,446,TITLE_MISMATCH,Efficacy and Safety of Belimumab in Patients With Active Lupus Nephritis,448,0,1.00,,title 0-token overlap (claim='BLISS-LN' aact='Efficacy and Safety of Belimumab in Pati')
BIMEKIZUMAB_PSORIASIS_REVIEW.html,NCT03370133,BE-VIVID,404,TITLE_MISMATCH,A Study to Evaluate the Efficacy and Safety of Bimekizumab Compared to Placebo a,567,0,0.71,,title 0-token overlap (claim='BE-VIVID' aact='A Study to Evaluate the Efficacy and Saf')
BIMEKIZUMAB_PSORIASIS_REVIEW.html,NCT03410992,BE-READY,435,TITLE_MISMATCH,A Study With a Initial Treatment Period Followed by a Randomized-withdrawal Peri,435,0,1.00,,title 0-token overlap (claim='BE-READY' aact='A Study With a Initial Treatment Period ')
BIMEKIZUMAB_PSORIASIS_REVIEW.html,NCT03412747,BE-SURE,478,TITLE_MISMATCH,A Study to Evaluate the Efficacy and Safety of Bimekizumab in Adult Subjects Wit,478,0,1.00,,title 0-token overlap (claim='BE-SURE' aact='A Study to Evaluate the Efficacy and Saf')
BPAL_MDRTB_REVIEW.html,NCT02589782,TB-PRACTECAL,251,TITLE_MISMATCH,Pragmatic Clinical Trial for a More Effective Concise and Less Toxic MDR-TB Trea,552,0,0.45,,title 0-token overlap (claim='TB-PRACTECAL' aact='Pragmatic Clinical Trial for a More Effe')
BPAL_MDRTB_REVIEW.html,NCT02409290,STREAM-2,409,OK,The Evaluation of a Standard Treatment Regimen of Anti-tuberculosis Drugs for Pa,588,1,0.70,,
BPAL_MDRTB_REVIEW.html,NCT02754765,endTB-MDR,306,COUNTRY_MISMATCH,Evaluating Newly Approved Drugs for Multidrug-resistant TB,754,1,0.41,Vietnam,snippet countries not in AACT: Vietnam
BTKI_CLL_NMA_REVIEW.html,NCT02475681,ELEVATE-TN,356,TITLE_MISMATCH,"Acalabrutinib, Obinutuzumab and Chlorambucil in Treatment naïve CLL",535,0,0.67,,"title 0-token overlap (claim='ELEVATE-TN' aact='Acalabrutinib, Obinutuzumab and Chloramb')"
BTKI_CLL_NMA_REVIEW.html,NCT02477696,ELEVATE-RR,533,TITLE_MISMATCH,Study of Acalabrutinib (ACP-196) Versus Ibrutinib in Previously Treated Particip,533,0,1.00,,title 0-token overlap (claim='ELEVATE-RR' aact='Study of Acalabrutinib (ACP-196) Versus ')
BTKI_CLL_NMA_REVIEW.html,NCT03734016,ALPINE,652,TITLE_MISMATCH,A Study of Zanubrutinib (BGB-3111) Versus Ibrutinib in Participants With Relapse,652,0,1.00,,title 0-token overlap (claim='ALPINE' aact='A Study of Zanubrutinib (BGB-3111) Versu')
BTKI_CLL_NMA_REVIEW.html,NCT01722487,RESONATE-2,269,TITLE_MISMATCH,Open-label Phase 3 BTK Inhibitor Ibrutinib vs Chlorambucil Patients 65 Years or ,269,0,1.00,,title 0-token overlap (claim='RESONATE-2' aact='Open-label Phase 3 BTK Inhibitor Ibrutin')
BTKI_CLL_NMA_REVIEW.html,NCT03336333,SEQUOIA,479,TITLE_MISMATCH,A Study Comparing Zanubrutinib With Bendamustine Plus Rituximab in Participants ,590,0,0.81,,title 0-token overlap (claim='SEQUOIA' aact='A Study Comparing Zanubrutinib With Bend')
BTKI_CLL_NMA_REVIEW.html,NCT01578707,RESONATE,391,TITLE_MISMATCH,A Phase 3 Study of Ibrutinib (PCI-32765) Versus Ofatumumab in Patients With Rela,391,0,1.00,,title 0-token overlap (claim='RESONATE' aact='A Phase 3 Study of Ibrutinib (PCI-32765)')
BTKI_CLL_NMA_REVIEW.html,NCT02970318,ASCEND,310,TITLE_MISMATCH,A Study of Acalabrutinib vs Investigator's Choice of Idelalisib Plus Rituximab o,310,0,1.00,,title 0-token overlap (claim='ASCEND' aact='A Study of Acalabrutinib vs Investigator')
CAB_PREP_HIV_REVIEW.html,NCT02720094,HPTN 083,4566,TITLE_MISMATCH,Injectable Cabotegravir Compared to TDF/FTC For PrEP in HIV-Uninfected Men and T,4570,0,1.00,,title 0-token overlap (claim='HPTN 083' aact='Injectable Cabotegravir Compared to TDF/')
CAB_PREP_HIV_REVIEW.html,NCT03164564,HPTN 084,3224,TITLE_MISMATCH,Evaluating the Safety and Efficacy of Long-Acting Injectable Cabotegravir Compar,3224,0,1.00,,title 0-token overlap (claim='HPTN 084' aact='Evaluating the Safety and Efficacy of Lo')
CABOTEGRAVIR_HIV_ART_REVIEW.html,NCT02951052,ATLAS,616,TITLE_MISMATCH,"Study Evaluating the Efficacy, Safety, and Tolerability of Switching to Long-act",618,0,1.00,,"title 0-token overlap (claim='ATLAS' aact='Study Evaluating the Efficacy, Safety, a')"
CABOTEGRAVIR_HIV_ART_REVIEW.html,NCT02938520,FLAIR,566,TITLE_MISMATCH,"Study to Evaluate the Efficacy, Safety, and Tolerability of Long-acting Intramus",631,0,0.90,,"title 0-token overlap (claim='FLAIR' aact='Study to Evaluate the Efficacy, Safety, ')"
CABOTEGRAVIR_HIV_ART_REVIEW.html,NCT03299049,ATLAS-2M,1045,TITLE_MISMATCH,"Efficacy, Safety and Tolerability Study of Long-acting Cabotegravir Plus Long-ac",1049,0,1.00,,"title 0-token overlap (claim='ATLAS-2M' aact='Efficacy, Safety and Tolerability Study ')"
CANGRELOR_PCI_REVIEW.html,NCT00305162,CHAMPION-PCI,8925,TITLE_MISMATCH,A Clinical Trial to Demonstrate the Efficacy of Cangrelor,8882,0,1.00,,title 0-token overlap (claim='CHAMPION-PCI' aact='A Clinical Trial to Demonstrate the Effi')
CANGRELOR_PCI_REVIEW.html,NCT00385138,CHAMPION-PLATFORM,5295,TITLE_MISMATCH,Cangrelor Versus Standard Therapy to Achieve Optimal Management of Platelet Inhi,5364,0,0.99,,title 0-token overlap (claim='CHAMPION-PLATFORM' aact='Cangrelor Versus Standard Therapy to Ach')
CANGRELOR_PCI_REVIEW.html,NCT01156571,CHAMPION-PHOENIX,10942,OK,A Clinical Trial Comparing Cangrelor to Clopidogrel Standard Therapy in Subjects,11145,2,0.98,,
