review_file,status,e156_paper_num,e156_paper_title
CBD_SEIZURE_REVIEW.html,MATCH,548,Cannabidiol for Dravet and Lennox-Gastaut Syndrome — Living Meta-Analysis (RapidMeta)
CDK46_MBC_REVIEW.html,MATCH,503,CDK4/6 Inhibitors in HR+/HER2- Metastatic Breast Cancer — Living Meta-Analysis (RapidMeta)
CD_BIOLOGICS_NMA_REVIEW.html,MATCH,580,Crohn's Disease Biologics Induction-Remission NMA — Living Meta-Analysis (RapidMeta)
CFTR_CF_REVIEW.html,MATCH,504,CFTR Modulators in Cystic Fibrosis — Living Meta-Analysis (RapidMeta)
CFTR_MODULATORS_NMA_REVIEW.html,MATCH,556,CFTR Modulator Ladder in F508del Cystic Fibrosis — Placebo-Star NMA with External Consistency Witness (RapidMeta)
CGRP_MIGRAINE_NMA_REVIEW.html,MATCH,581,CGRP mAb Class NMA for Episodic Migraine Prevention — Living Meta-Analysis (RapidMeta)
CGRP_MIGRAINE_REVIEW.html,MATCH,505,CGRP Monoclonal Antibodies for Episodic Migraine Prevention — Living Meta-Analysis (RapidMeta)
CHOLERA_OCV_REVIEW.html,MATCH,645,Single-Dose Oral Cholera Vaccine — Living Meta-Analysis (RapidMeta)
COLCHICINE_CVD_REVIEW.html,MATCH,424,Colchicine for Cardiovascular Disease: Living Meta-Analysis
COPD_TRIPLE_REVIEW.html,MATCH,506,COPD Triple Therapy — Living Meta-Analysis (RapidMeta)
COVID_ANTIGEN_DTA_REVIEW.html,MATCH,582,SARS-CoV-2 Rapid Antigen Tests for COVID-19 &mdash; DTA Living Review — Living Meta-Analysis (RapidMeta)
COVID_ORAL_ANTIVIRALS_REVIEW.html,MATCH,507,COVID-19 Oral Antivirals — Living Meta-Analysis (RapidMeta)
CRYPTOCOCCAL_MENINGITIS_AFRICA_REVIEW.html,MATCH,731,Cryptococcal Meningitis NMA in African HIV+ Adults &mdash; ACTA + AMBITION-cm + COAT — Living Meta-Analysis (RapidMeta)
DDIMER_PE_DTA_REVIEW.html,MATCH,583,D-dimer for Pulmonary Embolism Rule-out &mdash; DTA Living Review — Living Meta-Analysis (RapidMeta)
DELANDISTROGENE_DMD_REVIEW.html,MATCH,584,Delandistrogene Moxeparvovec Gene Therapy for Duchenne Muscular Dystrophy — Living Meta-Analysis (RapidMeta)
DOAC_AF_NMA_REVIEW.html,MATCH,585,DOAC Class NMA vs Warfarin for Stroke Prevention in AF — Living Meta-Analysis (RapidMeta)
DOAC_AF_REVIEW.html,MATCH,508,Direct Oral Anticoagulants vs Warfarin in Non-Valvular Atrial Fibrillation — Living Meta-Analysis (RapidMeta)
DOAC_CANCER_VTE_REVIEW.html,MATCH,443,DOACs vs LMWH for Cancer-Associated VTE: Living Meta-Analysis
DOAC_VTE_NMA_REVIEW.html,MATCH,586,DOAC Class NMA vs Warfarin for Acute VTE Treatment — Living Meta-Analysis (RapidMeta)
DOLUTEGRAVIR_ART_SSA_REVIEW.html,MATCH,587,Dolutegravir First-Line ART in Sub-Saharan Africa — Living Meta-Analysis (RapidMeta)
DONANEMAB_AD_SOLO_REVIEW.html,MATCH,588,Donanemab — Living Meta-Analysis (RapidMeta)
DUPILUMAB_AD_REVIEW.html,MATCH,509,Dupilumab in Moderate-to-Severe Atopic Dermatitis — Living Meta-Analysis (RapidMeta)
DUPILUMAB_COPD_REVIEW.html,MATCH,532,Dupilumab for COPD with Type 2 Inflammation — Living Meta-Analysis (RapidMeta)
EBOLA_VACCINE_REVIEW.html,MATCH,647,rVSV-ZEBOV Ebola Vaccine — Living Meta-Analysis (RapidMeta)
EFGARTIGIMOD_MG_REVIEW.html,MATCH,589,Efgartigimod for Generalized Myasthenia Gravis — Living Meta-Analysis (RapidMeta)
ELACESTRANT_BC_REVIEW.html,MATCH,590,Elacestrant in ESR1-Mutated HR+/HER2- Advanced Breast Cancer — Living Meta-Analysis (RapidMeta)
ENSIFENTRINE_COPD_REVIEW.html,MATCH,591,Ensifentrine for COPD — Living Meta-Analysis (RapidMeta)
ESKETAMINE_TRD_REVIEW.html,MATCH,533,Intranasal Esketamine for Treatment-Resistant Depression — Living Meta-Analysis (RapidMeta)
ETRASIMOD_UC_REVIEW.html,MATCH,592,Etrasimod — Living Meta-Analysis (RapidMeta)
EVT_BASILAR_REVIEW.html,MATCH,549,Thrombectomy in Basilar Artery Occlusion — Living Meta-Analysis (RapidMeta)
EVT_EXTENDED_WINDOW_REVIEW.html,MATCH,534,Endovascular Thrombectomy in Extended — Living Meta-Analysis (RapidMeta)
EVT_LARGECORE_REVIEW.html,MATCH,550,Thrombectomy in Large-Core Infarct Stroke — Living Meta-Analysis (RapidMeta)
FARICIMAB_NAMD_REVIEW.html,MATCH,510,Faricimab for Neovascular Age-Related Macular Degeneration — Living Meta-Analysis (RapidMeta)
FENFLURAMINE_SEIZURE_REVIEW.html,MATCH,551,Fenfluramine for Dravet and Lennox-Gastaut Syndrome — Living Meta-Analysis (RapidMeta)
FEZOLINETANT_VMS_REVIEW.html,MATCH,511,Fezolinetant for Menopausal Vasomotor Symptoms — Living Meta-Analysis (RapidMeta)
FINERENONE_REVIEW.html,MATCH,57,Browser-Based Finerenone Meta-Analysis Validated Against R metafor
FRAGILITY_FRACTURE_REVIEW.html,MATCH,758,Fragility Fracture Pharmacotherapy NMA — Living Meta-Analysis (RapidMeta)
GENEXPERT_ULTRA_TB_DTA_REVIEW.html,MATCH,594,GeneXpert MTB/RIF Ultra for Pulmonary TB &mdash; DTA Living Review — Living Meta-Analysis (RapidMeta)
GLP1_CVOT_NMA_REVIEW.html,MATCH,595,GLP-1 RA Class NMA for MACE in T2D CV-Outcomes — Living Meta-Analysis (RapidMeta)
GLP1_CVOT_REVIEW.html,MATCH,416,GLP-1 Receptor Agonists in Cardiovascular Outcome Trials: Living Meta-Analysis
GLP1_MASH_REVIEW.html,MATCH,764,Incretin Therapies in MASH/NASH — NMA — Living Meta-Analysis (RapidMeta)
HCC_1L_REVIEW.html,MATCH,770,First-Line Hepatocellular Carcinoma — IO Combination NMA — Living Meta-Analysis (RapidMeta)
HEPATITIS_B_TAF_TDF_REVIEW.html,MATCH,648,TAF vs TDF for Chronic Hepatitis B — Living Meta-Analysis (RapidMeta)
HEPATITIS_HCV_DAA_REVIEW.html,MATCH,778,Pan-Genotypic HCV DAA Therapy NMA — Living Meta-Analysis (RapidMeta)
HER2_LOW_ADC_REVIEW.html,MATCH,780,HER2-Low Metastatic BC ADCs — NMA — Living Meta-Analysis (RapidMeta)
HF_QUADRUPLE_NMA_REVIEW.html,MATCH,599,HF Quadruple Therapy NMA — Living Meta-Analysis (RapidMeta)
HIGH_EFFICACY_MS_REVIEW.html,MATCH,512,High-Efficacy DMTs for Relapsing MS — Living Meta-Analysis (RapidMeta)
HIV_ART_FIRSTLINE_REVIEW.html,MATCH,786,DTG- vs EFV-Based First-Line ART in Sub-Saharan Africa NMA — Living Meta-Analysis (RapidMeta)
HIV_ART_TIMING_REVIEW.html,MATCH,787,HIV ART Initiation Timing NMA &mdash; START + TEMPRANO + HPTN 052 — Living Meta-Analysis (RapidMeta)
HIV_LA_PREP_REVIEW.html,MATCH,788,Long-Acting Injectable PrEP NMA — Living Meta-Analysis (RapidMeta)
HIV_PREP_INJECTABLE_REVIEW.html,MATCH,789,HIV PrEP NMA — Injectable CAB-LA + Oral F/TAF/F/TDF — Living Meta-Analysis (RapidMeta)
HIV_TB_COINFECTION_ART_TIMING_REVIEW.html,MATCH,790,HIV-TB Co-infection ART Timing NMA &mdash; SAPiT + STRIDE + CAMELIA — Living Meta-Analysis (RapidMeta)
HPV_DOSE_REDUCTION_REVIEW.html,MATCH,792,Single-Dose HPV Vaccination NMA — Living Meta-Analysis (RapidMeta)
HPV_VACCINE_SCHEDULES_REVIEW.html,MATCH,793,HPV Vaccine Schedules NMA &mdash; PATRICIA + FUTURE II + KEN SHE single-dose — Living Meta-Analysis (RapidMeta)
HSCTN_NSTEMI_DTA_REVIEW.html,MATCH,601,hs-cTn 0/1h for NSTEMI Rule-Out &mdash; DTA Living Review — Living Meta-Analysis (RapidMeta)
IL23_PSORIASIS_REVIEW.html,MATCH,513,IL-23 Inhibitors for Plaque Psoriasis — Living Meta-Analysis (RapidMeta)
IL_PSORIASIS_NMA_REVIEW.html,MATCH,602,IL-17 / IL-23 Biologics NMA in Plaque Psoriasis — Living Meta-Analysis (RapidMeta)
INAVOLISIB_BC_REVIEW.html,MATCH,603,Inavolisib + Palbociclib + Fulvestrant in PIK3CA-Mutated HR+/HER2- Advanced BC — Living Meta-Analysis (RapidMeta)
INCLISIRAN_REVIEW.html,MATCH,362,Inclisiran siRNA PCSK9: A Transparent Living Meta-Analysis v13
INCRETINS_T2D_NMA_REVIEW.html,MATCH,604,Incretin Class NMA in Type 2 Diabetes — Living Meta-Analysis (RapidMeta)
INSULIN_ICODEC_REVIEW.html,MATCH,514,Insulin Icodec Once-Weekly Basal Insulin in Type 2 Diabetes — Living Meta-Analysis (RapidMeta)
INTENSIVE_BP_REVIEW.html,MATCH,441,Intensive Blood Pressure Lowering: Living Meta-Analysis
IO_CHEMO_NSCLC_1L_REVIEW.html,MATCH,535,Immunotherapy + Chemotherapy in 1L NSCLC — Living Meta-Analysis (RapidMeta)
IPTACOPAN_IGAN_REVIEW.html,MATCH,605,Iptacopan — Living Meta-Analysis (RapidMeta)
IV_IRON_HF_REVIEW.html,MATCH,421,Intravenous Iron in Heart Failure with Iron Deficiency: Living Meta-Analysis
JAKI_AD_REVIEW.html,MATCH,552,JAK Inhibitors in Atopic Dermatitis — Living Meta-Analysis (RapidMeta)
JAKI_RA_NMA_REVIEW.html,MATCH,607,JAK Inhibitors NMA in MTX-IR RA — Living Meta-Analysis (RapidMeta)
JAK_RA_REVIEW.html,MATCH,515,JAK Inhibitors in Rheumatoid Arthritis — Living Meta-Analysis (RapidMeta)
JAK_UC_REVIEW.html,MATCH,516,JAK Inhibitors for Induction in Ulcerative Colitis — Living Meta-Analysis (RapidMeta)
KARXT_SCZ_REVIEW.html,MATCH,536,KarXT — Living Meta-Analysis (RapidMeta)
KRAS_G12C_REVIEW.html,MATCH,809,KRAS G12C Inhibitors in Pretreated KRAS-G12C-Mutated Advanced NSCLC NMA — Living Meta-Analysis (RapidMeta)
LEBRIKIZUMAB_AD_REVIEW.html,MATCH,609,Lebrikizumab — Living Meta-Analysis (RapidMeta)
LENACAPAVIR_PREP_REVIEW.html,MATCH,537,Lenacapavir Twice-Yearly Injection for HIV Pre-Exposure Prophylaxis — Living Meta-Analysis (RapidMeta)
LIPID_HUB_REVIEW.html,MATCH,430,Combined Lipid-Lowering Strategies: Living Meta-Analysis
LU_PSMA_MCRPC_REVIEW.html,MATCH,538,177Lu-PSMA-617 Radioligand Therapy for mCRPC — Living Meta-Analysis (RapidMeta)
MALARIA_ACT_REVIEW.html,MATCH,812,Artemisinin-Based Combination Therapies for Uncomplicated P. falciparum Malaria in Africa NMA — Living Meta-Analysis (RapidMeta)
MALARIA_VACCINES_REVIEW.html,MATCH,813,Malaria Vaccines NMA — Living Meta-Analysis (RapidMeta)
MALARIA_VACCINE_REVIEW.html,MATCH,814,"Malaria Vaccine NMA — RTS,S/AS01 + R21/Matrix-M — Living Meta-Analysis (RapidMeta)"
MAVACAMTEN_HCM_REVIEW.html,MATCH,439,Mavacamten in Hypertrophic Cardiomyopathy: Living Meta-Analysis
MDRTB_BPAL_REVIEW.html,MATCH,657,MDR-TB BPaL / BPaLM Review — Living Meta-Analysis (RapidMeta)
MDR_TB_SHORTENED_REVIEW.html,MATCH,817,MDR-TB Shortened-Regimen NMA &mdash; BPaLM + BPaL — Living Meta-Analysis (RapidMeta)
MENTAL_HEALTH_FRIENDSHIP_BENCH_REVIEW.html,MATCH,658,Friendship Bench Lay-Health-Worker Therapy for Common Mental Disorders — Living Meta-Analysis (RapidMeta)
MHEALTH_ART_ADHERENCE_REVIEW.html,MATCH,659,mHealth SMS for ART Adherence — Living Meta-Analysis (RapidMeta)
MIGRAINE_ACUTE_REVIEW.html,MATCH,821,Acute Migraine Treatment NMA — Living Meta-Analysis (RapidMeta)
MIRIKIZUMAB_UC_REVIEW.html,MATCH,539,Mirikizumab for Moderate-to-Severe Ulcerative Colitis — Living Meta-Analysis (RapidMeta)
MIRVETUXIMAB_OVARIAN_REVIEW.html,MATCH,612,Mirvetuximab Soravtansine for FRalpha+ Platinum-Resistant Ovarian Cancer — Living Meta-Analysis (RapidMeta)
MITAPIVAT_THALASSEMIA_REVIEW.html,MATCH,613,Mitapivat — Living Meta-Analysis (RapidMeta)
MITRAL_FUNCMR_REVIEW.html,MATCH,517,Transcatheter Mitral for Functional MR — Living Meta-Analysis (RapidMeta)
MM_1L_REVIEW.html,MATCH,828,First-Line Multiple Myeloma — Anti-CD38 Quadruplet NMA — Living Meta-Analysis (RapidMeta)
MPMRI_PROSTATE_DTA_REVIEW.html,MATCH,615,Multiparametric MRI (PI-RADS) for Clinically Significant Prostate Cancer &mdash; DTA Living Review — Living Meta-Analysis (RapidMeta)
NIRSEVIMAB_INFANT_RSV_REVIEW.html,MATCH,518,Nirsevimab for Infant RSV Lower Respiratory Tract Infection Prevention — Living Meta-Analysis (RapidMeta)
OBESITY_DRUGS_REVIEW.html,MATCH,852,Obesity Pharmacotherapy NMA — Living Meta-Analysis (RapidMeta)
PAH_THERAPY_REVIEW.html,MATCH,862,PAH Advanced Therapy NMA — Living Meta-Analysis (RapidMeta)
PARP_ARPI_MCRPC_REVIEW.html,MATCH,553,PARP Inhibitor + ARPI Combination in 1L mCRPC — Living Meta-Analysis (RapidMeta)
PARP_OVARIAN_REVIEW.html,MATCH,519,PARP Inhibitor Maintenance in First-Line Ovarian Cancer — Living Meta-Analysis (RapidMeta)
PATISIRAN_POLYNEUROPATHY_REVIEW.html,MATCH,540,Patisiran and Vutrisiran — Living Meta-Analysis (RapidMeta)
PBC_PPAR_REVIEW.html,MATCH,541,PPAR Modulators — Living Meta-Analysis (RapidMeta)
PCSK9_LIPID_NMA_REVIEW.html,MATCH,618,Non-Statin LDL-Lowering CVOT NMA for MACE — Living Meta-Analysis (RapidMeta)
PCSK9_REVIEW.html,MATCH,420,PCSK9 Monoclonal Antibodies for Cardiovascular Prevention: Living Meta-Analysis
PEDIATRIC_HIV_ART_REVIEW.html,MATCH,868,First-line ART Simplification NMA &mdash; ODYSSEY + CHAPAS-3 + ARROW — Living Meta-Analysis (RapidMeta)
PEGCETACOPLAN_GA_REVIEW.html,MATCH,542,Pegcetacoplan for Geographic Atrophy Secondary to AMD — Living Meta-Analysis (RapidMeta)
PHYSICAL_REHAB_OLDER_REVIEW.html,MATCH,875,Physical Rehabilitation in Older Adults NMA &mdash; REHAB-HF + LIFE + ICARE — Living Meta-Analysis (RapidMeta)
PNEUMONIA_AMOXICILLIN_DURATION_REVIEW.html,MATCH,663,Amoxicillin Dose+Duration for Pediatric CAP — Living Meta-Analysis (RapidMeta)
POSTPARTUM_HEMORRHAGE_REVIEW.html,MATCH,881,Postpartum Hemorrhage NMA &mdash; E-MOTIVE + WOMAN + CHAMPION — Living Meta-Analysis (RapidMeta)
PPH_BUNDLE_REVIEW.html,MATCH,883,Postpartum Haemorrhage Prevention + Treatment NMA — Living Meta-Analysis (RapidMeta)
PREGNANCY_HIV_VESTED_REVIEW.html,MATCH,665,DTG vs EFV ART in Pregnancy — Living Meta-Analysis (RapidMeta)
PREGNANCY_IRON_FCM_REVIEW.html,MATCH,666,IV Ferric Carboxymaltose vs Oral Iron in Pregnancy — Living Meta-Analysis (RapidMeta)
PRIMAQUINE_GAMETOCYTE_DR_REVIEW.html,MATCH,667,Single-Low-Dose Primaquine for P. falciparum Gametocyte Clearance — Dose-Response — Living Meta-Analysis (RapidMeta)
PSA_BIOLOGICS_REVIEW.html,MATCH,891,Psoriatic Arthritis Biologics NMA — Living Meta-Analysis (RapidMeta)
PTAU217_AD_DTA_REVIEW.html,MATCH,620,Plasma p-tau217 for Alzheimer's Disease &mdash; DTA Living Review — Living Meta-Analysis (RapidMeta)
RCC_1L_REVIEW.html,MATCH,892,First-Line Advanced RCC — IO Doublet & IO+TKI NMA — Living Meta-Analysis (RapidMeta)
RENAL_DENERV_REVIEW.html,MATCH,520,Renal Denervation for HTN Ultra-Precision — Living Meta-Analysis (RapidMeta)
RESMETIROM_MASH_REVIEW.html,MATCH,622,Resmetirom — Living Meta-Analysis (RapidMeta)
RISANKIZUMAB_CD_REVIEW.html,MATCH,521,Risankizumab in Crohn's Disease — Living Meta-Analysis (RapidMeta)
RIVAROXABAN_VASC_REVIEW.html,MATCH,423,Low-Dose Rivaroxaban for Vascular Protection: Living Meta-Analysis
ROMOSOZUMAB_OP_REVIEW.html,MATCH,522,Romosozumab in Postmenopausal Osteoporosis — Living Meta-Analysis (RapidMeta)
ROTAVIRUS_VACCINE_AFRICA_REVIEW.html,MATCH,896,African Rotavirus Vaccine NMA &mdash; Rotarix + RotaTeq + Rotasiil — Living Meta-Analysis (RapidMeta)
RSV_VACCINE_OLDER_REVIEW.html,MATCH,523,RSV Vaccines in Older Adults — Living Meta-Analysis (RapidMeta)
RUSFERTIDE_PV_REVIEW.html,MATCH,623,Rusfertide — Living Meta-Analysis (RapidMeta)
SAM_SIMPLIFIED_PROTOCOL_REVIEW.html,MATCH,668,OptiMA/ComPAS Simplified-Protocol Acute-Malnutrition Treatment — Living Meta-Analysis (RapidMeta)
SCD_DISEASE_MOD_REVIEW.html,MATCH,900,Disease-Modifying Therapies for Sickle Cell Disease NMA — Living Meta-Analysis (RapidMeta)
SCHISTOSOMIASIS_ARPRAZIQUANTEL_REVIEW.html,MATCH,670,L-PZQ ODT — Living Meta-Analysis (RapidMeta)
SEMAGLUTIDE_OBESITY_REVIEW.html,MATCH,524,Semaglutide 2.4 mg for Obesity — Living Meta-Analysis (RapidMeta)
SEVERE_ASTHMA_NMA_REVIEW.html,MATCH,624,Severe Eosinophilic/T2-High Asthma Biologics NMA — Living Meta-Analysis (RapidMeta)
SEVERE_PEDIATRIC_FEBRILE_AFRICA_REVIEW.html,MATCH,906,Severe African Pediatric Febrile Illness NMA &mdash; AQUAMAT + FEAST + TRACT — Living Meta-Analysis (RapidMeta)
SGLT2I_HF_NMA_REVIEW.html,MATCH,625,SGLT2 Inhibitor Class NMA in Heart Failure — Living Meta-Analysis (RapidMeta)
SGLT2_CKD_REVIEW.html,MATCH,418,SGLT2 Inhibitors in Chronic Kidney Disease: Living Meta-Analysis
SGLT2_HF_REVIEW.html,MATCH,417,SGLT2 Inhibitors in Heart Failure: Living Meta-Analysis Across the EF Spectrum
SGLT2_MACE_CVOT_REVIEW.html,MATCH,543,SGLT2 Inhibitor CVOT Class Pool for 3P-MACE — Living Meta-Analysis (RapidMeta)
SOTAGLIFLOZIN_HF_REVIEW.html,MATCH,544,Sotagliflozin — Living Meta-Analysis (RapidMeta)
SOTATERCEPT_PAH_REVIEW.html,MATCH,626,Sotatercept — Living Meta-Analysis (RapidMeta)
SPARSENTAN_IGAN_REVIEW.html,MATCH,627,SPARSENTAN_IGAN_REVIEW.html — Living Meta-Analysis (RapidMeta)
SPONDYLOARTHRITIS_REVIEW.html,MATCH,909,Axial Spondyloarthritis Biologics NMA — Living Meta-Analysis (RapidMeta)
TARLATAMAB_SCLC_REVIEW.html,MATCH,629,TARLATAMAB_SCLC_REVIEW.html — Living Meta-Analysis (RapidMeta)
TAVR_LOWRISK_REVIEW.html,MATCH,525,TAVR in Low-Risk Aortic Stenosis — Living Meta-Analysis (RapidMeta)
TB_DRUG_SUSCEPTIBLE_4MO_REVIEW.html,MATCH,671,4-Month Rifapentine-Moxifloxacin for Drug-Susceptible TB — Living Meta-Analysis (RapidMeta)
TB_PREVENTION_NMA_REVIEW.html,MATCH,672,TB Preventive Treatment NMA — 1HP vs 3HP vs 9H Regimens — Living Meta-Analysis (RapidMeta)
TB_PREVENTION_REVIEW.html,MATCH,673,1HP vs 9H for Latent TB in HIV-Infected Adults — Living Meta-Analysis (RapidMeta)
TDXD_HER2LOW_BC_REVIEW.html,MATCH,526,Trastuzumab Deruxtecan in HER2-Low Metastatic Breast Cancer — Living Meta-Analysis (RapidMeta)
TEPLIZUMAB_T1D_REVIEW.html,MATCH,630,TEPLIZUMAB_T1D_REVIEW.html — Living Meta-Analysis (RapidMeta)
TIRZEPATIDE_OBESITY_REVIEW.html,MATCH,554,Tirzepatide for Weight Management — Living Meta-Analysis (RapidMeta)
TIRZEPATIDE_T2D_REVIEW.html,MATCH,363,Tirzepatide CV/Obesity: A Transparent Living Meta-Analysis v13
TNK_VS_TPA_STROKE_REVIEW.html,MATCH,545,Tenecteplase vs Alteplase in Acute Ischaemic Stroke — Living Meta-Analysis (RapidMeta)
TYVAC_TYPHOID_REVIEW.html,MATCH,631,TYVAC_TYPHOID_REVIEW.html — Living Meta-Analysis (RapidMeta)
UC_BIOLOGICS_NMA_REVIEW.html,MATCH,632,UC_BIOLOGICS_NMA_REVIEW.html — Living Meta-Analysis (RapidMeta)
UPADACITINIB_CD_REVIEW.html,MATCH,527,Upadacitinib for Moderate-to-Severe Crohn Disease — Living Meta-Analysis (RapidMeta)
VENETOCLAX_AML_REVIEW.html,MATCH,528,Venetoclax plus Hypomethylator or LDAC for Untreated AML — Living Meta-Analysis (RapidMeta)
VITAMIN_D_FRACTURE_FALL_REVIEW.html,MATCH,923,Vitamin D Mega-Trials NMA &mdash; VITAL + D-Health + ViDA — Living Meta-Analysis (RapidMeta)
VOCLOSPORIN_LN_REVIEW.html,MATCH,633,VOCLOSPORIN_LN_REVIEW.html — Living Meta-Analysis (RapidMeta)
VORASIDENIB_GLIOMA_REVIEW.html,MATCH,634,VORASIDENIB_GLIOMA_REVIEW.html — Living Meta-Analysis (RapidMeta)
VUTRISIRAN_ATTR_REVIEW.html,MATCH,635,VUTRISIRAN_ATTR_REVIEW.html — Living Meta-Analysis (RapidMeta)
YELLOW_FEVER_FRACTIONAL_REVIEW.html,MATCH,676,Fractional-Dose 17DD Yellow Fever Vaccine — Living Meta-Analysis (RapidMeta)
ZOLBETUXIMAB_GASTRIC_REVIEW.html,MATCH,636,ZOLBETUXIMAB_GASTRIC_REVIEW.html — Living Meta-Analysis (RapidMeta)
ZURANOLONE_PPD_REVIEW.html,MATCH,637,ZURANOLONE_PPD_REVIEW.html — Living Meta-Analysis (RapidMeta)
