severity,code,review,scope,ncts,message
P0,T04,MYASTHENIA_GRAVIS_BIOLOGICS_REVIEW,trial,NCT03470831,"tE=80 out of [0, tN=73]"
P0,T04,MYOPIA_PROGRESSION_NMA_REVIEW,trial,NCT02401880,"cE=250 out of [0, cN=110]"
P0,T04,NEUROENDOCRINE_PITUITARY_NMA_REVIEW,trial,NCT04261712,"tE=38 out of [0, tN=30]"
P0,T04,NEUROENDOCRINE_PITUITARY_NMA_REVIEW,trial,NCT05178823,"tE=65 out of [0, tN=56]"
P0,T04,NEUROENDOCRINE_PITUITARY_NMA_REVIEW,trial,NCT02781727,"tE=110 out of [0, tN=105]"
P0,T04,NEUROENDOCRINE_PITUITARY_NMA_REVIEW,trial,NCT02781727,"cE=95 out of [0, cN=56]"
P0,T04,NF1_MEKi_NMA_REVIEW,trial,NCT05000330,"tE=50 out of [0, tN=40]"
P0,T04,NF1_MEKi_NMA_REVIEW,trial,NCT05000334,"tE=38 out of [0, tN=30]"
P0,T04,OBESITY_ENDOSCOPIC_NMA_REVIEW,trial,NCT03406975,"tE=110 out of [0, tN=105]"
P0,T04,OBESITY_NEXT_GEN_NMA_REVIEW,trial,NCT04881770,"tE=130 out of [0, tN=100]"
P0,T04,OBESITY_NEXT_GEN_NMA_REVIEW,trial,NCT05568550,"tE=2350 out of [0, tN=2280]"
P0,T04,OBESITY_NEXT_GEN_NMA_REVIEW,trial,NCT06077058,"tE=142 out of [0, tN=115]"
P0,T04,OSA_BROAD_NEW_NMA_REVIEW,trial,NCT03048604,"tE=1280 out of [0, tN=924]"
P0,T04,OSA_BROAD_NEW_NMA_REVIEW,trial,NCT05000412,"tE=65 out of [0, tN=55]"
P0,T04,OSA_BROAD_NEW_NMA_REVIEW,trial,NCT05000415,"tE=32 out of [0, tN=30]"
P0,T04,OSA_BROAD_NEW_NMA_REVIEW,trial,NCT05000416,"tE=22 out of [0, tN=20]"
P0,T04,PEDIATRIC_OBESITY_GLP1_NMA_REVIEW,trial,NCT04830397,"tE=100 out of [0, tN=87]"
P0,T04,PEDIATRIC_PSORIASIS_BIOLOGIC_NMA_REVIEW,trial,NCT02471144,"tE=110 out of [0, tN=80]"
P0,T04,PEDIATRIC_PSORIASIS_BIOLOGIC_NMA_REVIEW,trial,NCT04231799,"tE=138 out of [0, tN=100]"
P0,T04,PEDIATRIC_PSORIASIS_BIOLOGIC_NMA_REVIEW,trial,NCT04435990,"tE=55 out of [0, tN=40]"
P0,T04,PEDIATRIC_PSORIASIS_BIOLOGIC_NMA_REVIEW,trial,NCT05077384,"tE=105 out of [0, tN=82]"
P0,T04,PEDIATRIC_PSORIASIS_BIOLOGIC_NMA_REVIEW,trial,NCT05137906,"tE=65 out of [0, tN=50]"
P0,T04,PEDIATRIC_PSORIASIS_BIOLOGIC_NMA_REVIEW,trial,NCT05156282,"tE=75 out of [0, tN=55]"
P0,T04,PEDIATRIC_PSORIASIS_BIOLOGIC_NMA_REVIEW,trial,NCT05156283,"tE=90 out of [0, tN=65]"
P0,T04,PFA_AF_PULSED_FIELD_REVIEW,trial,NCT04198701,"tE=192 out of [0, tN=150]"
P0,T04,PFA_AF_PULSED_FIELD_REVIEW,trial,NCT05020223,"tE=1320 out of [0, tN=879]"
P0,T04,PFA_AF_PULSED_FIELD_REVIEW,trial,NCT04524130,"tE=75 out of [0, tN=50]"
P0,T04,PFA_AF_PULSED_FIELD_REVIEW,trial,NCT05060198,"tE=925 out of [0, tN=617]"
P0,T04,PFA_AF_PULSED_FIELD_REVIEW,trial,NCT05305131,"tE=136 out of [0, tN=100]"
P0,T04,PFA_AF_PULSED_FIELD_REVIEW,trial,NCT05305131,"cE=110 out of [0, cN=100]"
P0,T04,PFA_AF_PULSED_FIELD_REVIEW,trial,NCT04280549,"tE=90 out of [0, tN=71]"
P0,T04,PFA_AF_PULSED_FIELD_REVIEW,trial,NCT06002321,"tE=218 out of [0, tN=150]"
P0,T04,PFA_AF_PULSED_FIELD_REVIEW,trial,NCT06002321,"cE=198 out of [0, cN=150]"
P0,T04,PFIC_CHOLESTATIC_PRURITUS_NMA_REVIEW,trial,NCT04550851,"tE=32 out of [0, tN=30]"
P0,T04,PRIMAQUINE_GAMETOCYTE_DR_REVIEW,trial,NCT02174900,"tE=-10 out of [0, tN=25]"
P0,T04,PRIMAQUINE_GAMETOCYTE_DR_REVIEW,trial,NCT02174900,"cE=-16 out of [0, cN=25]"
P0,T04,PROSTATE_MRI_PSMA_DIAG_NMA_REVIEW,trial,NCT03788119,"tE=165 out of [0, tN=145]"
P0,T04,PROSTATE_PARP_HRR_BROAD_REVIEW,trial,NCT02987543,"cE=88 out of [0, cN=83]"
P0,T04,RECURRENT_PERICARDITIS_NMA_REVIEW,trial,NCT03737110,"cE=75 out of [0, cN=31]"
P0,T04,RNA_INTERFERENCE_BROAD_NMA_REVIEW,trial,NCT05581303,"cE=220 out of [0, cN=145]"
P0,T04,SCD_DISEASE_MOD_REVIEW,trial,NCT01179217,"tE=365 out of [0, tN=152]"
P0,T04,SCD_DISEASE_MOD_REVIEW,trial,NCT01179217,"cE=354 out of [0, cN=78]"
P0,T04,SEVERE_ASTHMA_BIOLOGICS_REVIEW,trial,NCT01691521,"cE=263 out of [0, cN=191]"
P0,T04,T1D_CLOSED_LOOP_NMA_REVIEW,trial,NCT04420572,"tE=70 out of [0, tN=68]"
P0,T04,T1D_CLOSED_LOOP_NMA_REVIEW,trial,NCT04200963,"tE=85 out of [0, tN=65]"
P0,T04,T1D_CLOSED_LOOP_NMA_REVIEW,trial,NCT04096794,"tE=18 out of [0, tN=13]"
P0,T04,T1D_CLOSED_LOOP_NMA_REVIEW,trial,NCT04200508,"tE=145 out of [0, tN=109]"
P0,T04,T1D_CLOSED_LOOP_NMA_REVIEW,trial,NCT03844790,"cE=25 out of [0, cN=23]"
P0,T04,T1D_CLOSED_LOOP_NMA_REVIEW,trial,NCT04123379,"tE=150 out of [0, tN=100]"
P0,T04,T1D_CLOSED_LOOP_NMA_REVIEW,trial,NCT04123379,"cE=110 out of [0, cN=100]"
P0,T04,TB_BPaL_NEW_NMA_REVIEW,trial,NCT05000297,"tE=460 out of [0, tN=300]"
P0,T04,TB_BPaL_NEW_NMA_REVIEW,trial,NCT05000297,"cE=350 out of [0, cN=300]"
P0,T04,TRIPLE_THERAPY_COPD_REVIEW,trial,NCT02164513,"cE=4262 out of [0, cN=4134]"
